subject,number,title,credits,description,prerequisites,corequisites,contact_hours,pathways
ACIS,5064,Taxation of Business Operations & Advanced Individual Income Tax,3,"Tax issues for various business operating models. Modeling tax consequences and impacts under varying conditions. Tax perspective of formation, operation, distribution of earnings, business unit acquisitions and divestitures, and liquidation. Entity types such as partnerships, S Corporations, and regular (C) Corporations. Numerical reporting to applicable government(s) and Generally Accepted Accounting Principles (GAAP) of tax results. Application of multistate taxation and the U.S. taxation of non-US activities. Advanced individual income tax calculations including passive activities, equity awards, retirement contributions, property disposals, and estate and gift taxation including usage of trusts. Pre: Graduate standing.",,,"(3 Lec, 3 Crd)",
ACIS,5104,Fundamentals of Accounting,3,"Fundamentals of accounting systems as they relate to decision making.  Attention is directed toward accounting for the core of management control and financial reporting systems, and as integrally related to the information system. Graduate standing required.",,,"(3 Lec, 3 Crd)",
ACIS,5114G,Advanced Financial Accounting,3,"Detailed analysis of external financial reporting. Study of debt and equity investments, derivatives, and foreign currency. Proper application of Securities and Exchange Commission reporting regulations. Pre: Graduate standing.",,,"(3 Lec, 3 Crd)",
ACIS,5124,Governmental and Nonprofit Accounting,3,"An analysis of current governmental and nonprofit accounting, budgeting, reporting, and auditing concepts, models, and practices.  Identification and evaluation of alternative concepts and models will also be emphasized. Graduate standing required.",,,"(3 Lec, 3 Crd)",
ACIS,5144,Financial Statements for Managers,2,"Use and analysis of financial accounting information. Business decisions based on advanced statistical analysis of financial data. Estimation of company value, past performance, and forecasted future performance. Impact of operating, investing, and financing activities. Pre: Graduate standing.",,,"(2 Lec, 2 Crd)",
ACIS,5154,Analyzing Financials and Implementing Controls,3,"Financial statement analysis as an aid to decision making. Investing and lending decisions as they affect financial statement users of domestic, global, and entrepreneurial companies.  Analysis and design of control systems to accomplish short-term objectives and enable management attention on long term strategic issues.",ACIS 5104,,"(3 Lec, 3 Crd)",
ACIS,5194,Financial Statement Analysis,3,"Detailed treatment of analyzing financial statements for making lending and equity investment decisions. Forecasting financial statements using regression analysis with application to equity valuation. In-depth coverage of how to analyze a company’s industry, competitive advantages, accounting quality, profitability, and risk from quantitative and qualitative perspectives. Pre: Graduate Standing",,,"(3 Lec, 3 Crd)",
ACIS,5314,Tax Concepts and Research,3,"Tax research process including analysis of fundamental tax concepts underlying interpretation and application of tax law, mechanics of tax research, written and oral communication of research results, tax planning, and practice and procedure before tax authorities. The course explores the sources and hierarchy of tax law and the interaction of law and its interpretation and application to contemporary tax issues, as well as the recognition of the impact on and opportunities for future tax planning. Pre: Graduate standing.",,,"(3 Lec, 3 Crd)",
ACIS,5324,Taxation of Business Entities,3,"Tax implications of forming and operating partnerships and corporations and sale and liquidation of a partnership interest. Comparison of tax rules. Modeling financial tax consequences of partnership and corporation formation (both C and S corporations), sale and liquidation of partnership, and purchase and sale of a business entity. Calculation and reporting of taxes and financial statement implications based on variables such as tax rates, timing of tax recognition and investor impact. Pre: Graduate Standing",,,"(3 Lec, 3 Crd)",
ACIS,5334,Advanced Corporate Tax,3,"Covers the tax aspects of corporate redemptions, liquidations, and reorganization. The law of consolidated tax returns will also be covered.",ACIS 5324,,"(3 Lec, 3 Crd)",
ACIS,5364,Multi-jurisdictional Tax Concepts,3,Tax issues of business enterprises operating in multiple taxing jurisdictions; multi-state and international taxation will be discussed. Graduate standing required.,ACIS 5324,,"(3 Lec, 3 Crd)",
ACIS,5414,Advanced Financial Statement Auditing,3,"In-depth exposure to auditing concepts and real-world applications. Study of the auditing environment as well as professional and regulatory standards for the profession. Focus on audit planning and risk assessment using financial analytics and critical evaluation of both quantitative and qualitative data. Examine the use of technology and application of statistical and numerical analysis throughout the auditing process, using approaches such as data visualization and sampling. Pre: Graduate Standing",,,"(3 Lec, 3 Crd)",
ACIS,5424,Research and Analysis in Accounting,3,"Analysis and research of potential solutions to complex accounting and financial reporting problems, including application of numerical methods and computation to financial information. Problem-solving using professional accounting standards databases and academic accounting research. Critical evaluation of accounting theories, measurement, and academic accounting research. Verbal and written communication of research findings and recommendations. Pre: Graduate standing.",,,"(3 Lec, 3 Crd)",
ACIS,5444,Forensic and Investigative Accounting,3,"Forensic Accounting is a specialized area of accounting which uses accounting methods and financial techniques to assist in solving economic-based crimes. This course will provide students an opportunity to gain experiences in forensic accounting as well as commonly used computer forensic software and techniques. The focus is on litigation support, fraud risk management, fraud investigation, and the related audit tools. Pre: Graduate standing.",,,"(3 Lec, 3 Crd)",
